loan_id	customer_id	loan_type	region_killeen	origination_date	maturity_date	origination_amount	current_balance	interest_rate	collateral_value	purpose_segment	days_past_due	loan_status	annual_income	credit_score	dti_ratio	LTV_ratio
L00002890	C656110	Residential Mortgage	Other Texas Region	2023-01-14	2045-01-14	115615.44	104768.12	9.4361	150038.02	Residential_Mortgage	0	Current	153217	644	0.5	0.6983
L00002891	C664396	Commercial Real Estate (CRE)	Other Texas Region	2022-06-04	2038-06-04	551533.94	84329.02	6.0786	592765.14	Multi-Family	0	Current	-1	-1	-1	0.1423
L00002892	C582315	Personal Unsecured	Killeen, TX Metro	2023-04-25	2045-04-25	245073.49	159407.1	7.3256	-1	Personal_Unsecured	0	Current	82691	749	0.45	0.4728
L00002893	C107967	Residential Mortgage	Killeen, TX Metro	2020-08-28	2033-08-28	1000	858.82	9.3989	1023.02	Residential_Mortgage	0	Current	128970	783	0.18	0.8395
L00002894	C997151	Commercial Real Estate (CRE)	Other Texas Region	2022-03-02	2031-03-02	1979295.56	1127598.14	5.7153	2229171.77	Industrial	0	Current	-1	-1	-1	0.5058
L00002895	C636159	Commercial Real Estate (CRE)	Killeen, TX Metro	2022-08-29	2044-08-29	923273.89	699950.8	7.8486	973420.27	Industrial	0	Current	-1	-1	-1	0.7191
L00002896	C325371	Residential Mortgage	Other Texas Region	2019-05-31	2026-05-31	236096.59	74195.52	4.9683	254539.18	Residential_Mortgage	0	Current	142316	742	0.19	0.2915
L00002897	C308524	Residential Mortgage	Other Texas Region	2023-05-23	2041-05-23	1000	346.78	8.2893	1064.74	Residential_Mortgage	60	Past Due (60)	109079	763	0.15	0.3257
L00002898	C829630	Consumer Auto	Killeen, TX Metro	2021-08-10	2037-08-10	25350.91	15297.32	4.1731	32136.95	Consumer_Auto	0	Current	95178	658	0.3	0.476
L00002899	C264685	Personal Unsecured	Other Texas Region	2022-03-06	2036-03-06	152685.31	118339.65	11.3881	-1	Personal_Unsecured	0	Current	89701	789	0.17	0.7478
L00002900	C652467	Residential Mortgage	Other Texas Region	2022-10-11	2029-10-11	50362.4	25698.99	13.1094	68812.18	Residential_Mortgage	0	Current	102466	731	0.38	0.3735
L00002901	C351537	Consumer Auto	Other Texas Region	2020-11-21	2028-11-21	245571.93	28383.95	14.7984	270303.27	Consumer_Auto	0	Current	20000	692	0.44	0.105
L00002902	C807548	Residential Mortgage	Other Texas Region	2023-10-12	2033-10-12	81678.82	21129.34	8.2148	89692.39	Residential_Mortgage	0	Current	58594	688	0.45	0.2356
L00002903	C941531	Residential Mortgage	Other Texas Region	2022-08-13	2029-08-13	63409.73	61798.1	13.6736	66074.59	Residential_Mortgage	0	Current	23541	719	0.41	0.9353
L00002904	C659550	Residential Mortgage	Other Texas Region	2022-01-22	2040-01-22	107912.33	94689.05	4.6978	127838.39	Residential_Mortgage	0	Current	95628	715	0.42	0.7407
L00002905	C964645	Commercial Real Estate (CRE)	Other Texas Region	2022-07-18	2028-07-18	2777639.8	1272291.47	7.1093	3823130.9	Multi-Family	0	Current	-1	-1	-1	0.3328
L00002906	C479551	Commercial Real Estate (CRE)	Other Texas Region	2020-11-24	2025-11-24	2106279.38	1654336.75	5.7657	2653240.04	Multi-Family	0	Current	-1	-1	-1	0.6235
L00002907	C571082	Consumer Auto	Killeen, TX Metro	2020-08-15	2032-08-15	315244.04	248303.63	14.455	420596.32	Consumer_Auto	0	Current	114605	697	0.38	0.5904
L00002908	C972701	Residential Mortgage	Other Texas Region	2019-10-13	2032-10-13	363142.69	140378.47	9.4347	450455.47	Residential_Mortgage	0	Current	65218	625	0.41	0.3116
L00002909	C160545	Personal Unsecured	Killeen, TX Metro	2021-01-02	2026-01-02	11705.23	9636.25	10.2389	-1	Personal_Unsecured	30	Past Due (30)	56384	729	0.42	0.7528
L00002910	C334555	Commercial Real Estate (CRE)	Killeen, TX Metro	2020-07-31	2033-07-31	2807402.55	2514998.43	6.3803	3236700.29	Office	0	Current	-1	-1	-1	0.777
L00002911	C323894	Residential Mortgage	Killeen, TX Metro	2018-06-16	2027-06-16	188508.15	183227.89	12.1252	258084.74	Residential_Mortgage	0	Current	76740	743	0.33	0.71
L00002912	C827506	Residential Mortgage	Other Texas Region	2019-09-21	2035-09-21	68664.46	51189.75	7.6642	97404.4	Residential_Mortgage	0	Current	144603	744	0.37	0.5255
L00002913	C402066	Residential Mortgage	Other Texas Region	2018-11-23	2037-11-23	70861.14	42195.84	11.5778	79305.17	Residential_Mortgage	0	Current	20000	666	0.31	0.5321
L00002914	C667201	Personal Unsecured	Other Texas Region	2021-12-02	2044-12-02	125295.62	54904.62	12.8526	-1	Personal_Unsecured	0	Current	60857	675	0.18	0.3755
L00002915	C459177	Residential Mortgage	Other Texas Region	2019-10-09	2030-10-09	272001.22	27729.88	14.0369	321456.2	Residential_Mortgage	0	Current	109584	715	0.41	0.0863
L00002916	C466936	Residential Mortgage	Other Texas Region	2019-08-04	2043-08-04	99181.4	70983.24	14.8476	110272.39	Residential_Mortgage	0	Current	55124	709	0.54	0.6437
L00002917	C350497	Residential Mortgage	Killeen, TX Metro	2023-03-29	2040-03-29	167956.5	18478.26	10.269	206554.14	Residential_Mortgage	0	Current	90164	590	0.51	0.0895
L00002918	C543057	Consumer Auto	Other Texas Region	2023-02-13	2030-02-13	386018.3	121806.93	6.2283	427132.67	Consumer_Auto	0	Current	108554	677	0.42	0.2852
L00002919	C801692	Residential Mortgage	Other Texas Region	2023-01-22	2028-01-22	276523.37	258231.02	5.7695	320033.43	Residential_Mortgage	0	Current	109484	698	0.52	0.8069
L00002920	C585278	Residential Mortgage	Other Texas Region	2023-08-14	2032-08-14	325056.49	133850.78	12.954	389100.67	Residential_Mortgage	0	Current	149691	703	0.31	0.344
L00002921	C256104	Consumer Auto	Other Texas Region	2019-12-04	2038-12-04	123639.04	120829.59	5.7978	146289.61	Consumer_Auto	0	Current	67631	625	0.17	0.826
L00002922	C793206	Commercial Real Estate (CRE)	Other Texas Region	2022-11-28	2037-11-28	1357184.85	862611.59	5.7624	1881597.03	Office	0	Current	-1	-1	-1	0.4584
L00002923	C814834	Personal Unsecured	Killeen, TX Metro	2023-07-04	2028-07-04	47759.4	43671.97	10.3653	-1	Personal_Unsecured	0	Current	110916	719	0.45	0.8352
L00002924	C144936	Consumer Auto	Other Texas Region	2018-09-03	2026-09-03	257607.64	103833.44	12.9334	278941.6	Consumer_Auto	0	Current	110756	681	0.23	0.3722
L00002925	C785154	Residential Mortgage	Killeen, TX Metro	2023-04-13	2044-04-13	1000	332.63	11.8415	1368.03	Residential_Mortgage	0	Current	20000	778	0.28	0.2431
L00002926	C816948	Consumer Auto	Killeen, TX Metro	2019-08-18	2037-08-18	180989.1	101788.28	6.9297	219039.07	Consumer_Auto	30	Past Due (30)	71368	775	0.32	0.4647
L00002927	C302056	Consumer Auto	Killeen, TX Metro	2020-08-21	2043-08-21	129618.58	16350.21	11.0164	137231.27	Consumer_Auto	0	Current	107309	725	0.31	0.1191
L00002928	C325469	Consumer Auto	Other Texas Region	2022-11-03	2038-11-03	132945.74	64715.69	14.38	158202.51	Consumer_Auto	0	Current	82810	710	0.33	0.4091
L00002929	C128141	Commercial Real Estate (CRE)	Killeen, TX Metro	2019-04-30	2026-04-30	1872817.09	768290.16	7.3237	2424200.14	Office	0	Current	-1	-1	-1	0.3169
L00002930	C237478	Consumer Auto	Other Texas Region	2021-10-04	2034-10-04	200113.23	26516.44	6.3618	248528.78	Consumer_Auto	0	Current	58977	739	0.32	0.1067
L00002931	C197359	Commercial Real Estate (CRE)	Other Texas Region	2019-09-30	2025-09-30	755634.87	483408.72	8.4841	869104.97	Retail	0	Current	-1	-1	-1	0.5562
L00002932	C254363	Commercial Real Estate (CRE)	Killeen, TX Metro	2021-11-18	2040-11-18	1403362.93	1271675.06	5.5604	1782336.49	Retail	0	Current	-1	-1	-1	0.7135
L00002933	C665856	Consumer Auto	Killeen, TX Metro	2022-12-16	2037-12-16	244122.46	83094.95	6.319	335808.11	Consumer_Auto	0	Current	89881	768	0.39	0.2474
L00002934	C721827	Consumer Auto	Other Texas Region	2020-02-07	2025-02-07	131302.65	88460.45	10.7405	142622.59	Consumer_Auto	0	Current	109806	769	0.3	0.6202
L00002935	C671139	Residential Mortgage	Other Texas Region	2019-10-20	2032-10-20	164437.37	73057.13	11.945	219355.43	Residential_Mortgage	0	Current	133320	729	0.36	0.3331
L00002936	C593158	Residential Mortgage	Other Texas Region	2018-02-13	2039-02-13	223436.35	153975.67	12.8604	300134.67	Residential_Mortgage	0	Current	55689	641	0.23	0.513
L00002937	C679111	Consumer Auto	Other Texas Region	2023-10-11	2037-10-11	190962.5	24518.27	12.4424	224513.61	Consumer_Auto	30	Past Due (30)	150002	768	0.27	0.1092
L00002938	C123312	Personal Unsecured	Other Texas Region	2018-07-01	2030-07-01	186101.29	170961.52	9.1771	-1	Personal_Unsecured	0	Current	102553	602	0.5	0.8348
L00002939	C527387	Residential Mortgage	Other Texas Region	2018-01-09	2026-01-09	92913.13	30065.58	4.1468	113798.47	Residential_Mortgage	0	Current	112141	639	0.51	0.2642
L00002940	C534995	Commercial Real Estate (CRE)	Other Texas Region	2022-01-22	2041-01-22	2190379.53	2031872.69	8.6322	2274228.52	Office	0	Current	-1	-1	-1	0.8934
L00002941	C824188	Consumer Auto	Other Texas Region	2021-01-23	2027-01-23	8466.32	8186.7	7.1399	11425.05	Consumer_Auto	0	Current	85177	651	0.38	0.7166
L00002942	C600531	Residential Mortgage	Other Texas Region	2023-07-17	2038-07-17	502797.77	143716.19	11.964	620914.02	Residential_Mortgage	0	Current	55152	704	0.21	0.2315
L00002943	C985155	Commercial Real Estate (CRE)	Other Texas Region	2022-06-20	2041-06-20	1613371.44	926251.95	6.9014	1677057.61	Multi-Family	30	Past Due (30)	-1	-1	-1	0.5523
L00002944	C898843	Residential Mortgage	Other Texas Region	2022-11-10	2033-11-10	174649.95	46967.12	13.6138	212682.98	Residential_Mortgage	0	Current	44549	667	0.25	0.2208
L00002945	C596037	Residential Mortgage	Other Texas Region	2021-05-06	2044-05-06	196614.53	50052.24	10.8978	267993.5	Residential_Mortgage	0	Current	85172	683	0.54	0.1868
L00002946	C349062	Residential Mortgage	Killeen, TX Metro	2021-01-29	2032-01-29	126492.74	13077.87	13.8696	163842.83	Residential_Mortgage	0	Current	119282	745	0.37	0.0798
L00002947	C943441	Consumer Auto	Other Texas Region	2020-05-01	2044-05-01	385627.19	270744.88	14.1538	501018.35	Consumer_Auto	0	Current	63141	736	0.17	0.5404
L00002948	C508638	Commercial Real Estate (CRE)	Other Texas Region	2018-10-18	2040-10-18	1489672.06	221358.21	9.0746	1952309.85	Multi-Family	0	Current	-1	-1	-1	0.1134
L00002949	C535684	Commercial Real Estate (CRE)	Killeen, TX Metro	2021-06-08	2033-06-08	1716426.6	1415820.88	9.1909	2219259.94	Multi-Family	0	Current	-1	-1	-1	0.638
L00002950	C656659	Residential Mortgage	Other Texas Region	2022-03-15	2042-03-15	15171.86	11273.64	14.9768	16120.23	Residential_Mortgage	0	Current	80603	755	0.54	0.6993
L00002951	C157022	Commercial Real Estate (CRE)	Other Texas Region	2022-12-16	2046-12-16	2066187.58	1069327.17	9.3365	2819417.65	Industrial	0	Current	-1	-1	-1	0.3793
L00002952	C433373	Residential Mortgage	Other Texas Region	2020-07-19	2025-07-19	171125.47	56436.56	8.9351	205410.19	Residential_Mortgage	0	Current	134486	709	0.32	0.2748
L00002953	C199071	Residential Mortgage	Killeen, TX Metro	2023-01-24	2030-01-24	294302.31	84852.27	5.5115	363654.65	Residential_Mortgage	0	Current	123605	788	0.44	0.2333
L00002954	C282268	Consumer Auto	Killeen, TX Metro	2018-07-09	2042-07-09	133321.1	114042.08	11.3874	173193.35	Consumer_Auto	0	Current	59629	702	0.17	0.6585
L00002955	C458918	Consumer Auto	Other Texas Region	2020-10-01	2029-10-01	197226.57	49097.27	12.0986	246972.92	Consumer_Auto	0	Current	125104	704	0.17	0.1988
L00002956	C589626	Residential Mortgage	Killeen, TX Metro	2018-10-01	2042-10-01	286016.17	233005.76	5.3697	324471	Residential_Mortgage	0	Current	79990	755	0.34	0.7181
L00002957	C388859	Commercial Real Estate (CRE)	Killeen, TX Metro	2021-06-30	2040-06-30	100000	90936.28	8.6939	135223.22	Retail	0	Current	-1	-1	-1	0.6725
L00002958	C914037	Residential Mortgage	Other Texas Region	2020-02-28	2035-02-28	80328.4	9634.84	11.4362	101296.09	Residential_Mortgage	0	Current	96716	688	0.53	0.0951
L00002959	C724141	Residential Mortgage	Other Texas Region	2019-05-19	2025-05-19	127118.27	15515.75	7.0402	147808.58	Residential_Mortgage	0	Current	40402	749	0.53	0.105
L00002960	C655462	Commercial Real Estate (CRE)	Other Texas Region	2020-12-25	2030-12-25	910018.1	906033.35	6.3998	920237.87	Industrial	0	Current	-1	-1	-1	0.9846
L00002961	C597660	Consumer Auto	Other Texas Region	2021-11-04	2042-11-04	100795.88	86586.82	11.3258	138544.05	Consumer_Auto	0	Current	186084	747	0.46	0.625
L00002962	C176373	Residential Mortgage	Other Texas Region	2021-10-02	2035-10-02	58807.4	16059.08	4.321	71753.95	Residential_Mortgage	0	Current	92724	649	0.21	0.2238
L00002963	C955684	Personal Unsecured	Other Texas Region	2022-10-16	2037-10-16	94953.99	72325.4	5.8658	-1	Personal_Unsecured	0	Current	129746	696	0.47	0.6686
L00002964	C293021	Residential Mortgage	Killeen, TX Metro	2019-07-24	2039-07-24	12645.85	2760.57	8.2069	14914.35	Residential_Mortgage	60	Past Due (60)	85861	720	0.21	0.1851
L00002965	C293718	Consumer Auto	Killeen, TX Metro	2021-12-09	2041-12-09	80723.77	67074.55	13.4447	80737.53	Consumer_Auto	0	Current	122163	634	0.29	0.8308
L00002966	C694305	Residential Mortgage	Other Texas Region	2022-09-08	2038-09-08	302846.79	92445.78	8.2035	355948.11	Residential_Mortgage	0	Current	81699	700	0.54	0.2597
L00002967	C163037	Residential Mortgage	Other Texas Region	2023-02-17	2039-02-17	147958.5	73052.54	14.8766	152961.14	Residential_Mortgage	0	Current	55756	723	0.46	0.4776
L00002968	C714106	Residential Mortgage	Killeen, TX Metro	2019-05-28	2028-05-28	406079.02	371101.37	7.2536	503767.76	Residential_Mortgage	0	Current	65198	668	0.53	0.7367
L00002969	C630836	Consumer Auto	Other Texas Region	2018-04-11	2031-04-11	206459.35	87603.83	4.0811	225460.34	Consumer_Auto	0	Current	53870	703	0.19	0.3886
L00002970	C741269	Residential Mortgage	Other Texas Region	2020-01-18	2034-01-18	21882.51	17267.11	10.4173	24209.1	Residential_Mortgage	0	Current	115410	677	0.46	0.7132
L00002971	C334213	Consumer Auto	Other Texas Region	2023-10-02	2043-10-02	146278.96	26936.95	12.6668	151575.02	Consumer_Auto	0	Current	50572	706	0.15	0.1777
L00002972	C304366	Commercial Real Estate (CRE)	Other Texas Region	2019-04-02	2030-04-02	2054192.33	2053306.15	9.0928	2543010.68	Industrial	0	Current	-1	-1	-1	0.8074
L00002973	C602420	Commercial Real Estate (CRE)	Other Texas Region	2021-09-17	2044-09-17	3190027.62	659878.59	7.2836	3501896.17	Office	0	Current	-1	-1	-1	0.1884
L00002974	C254249	Commercial Real Estate (CRE)	Other Texas Region	2020-01-12	2037-01-12	774831.47	389861.7	9.2206	969096.58	Industrial	60	Past Due (60)	-1	-1	-1	0.4023
L00002975	C386166	Consumer Auto	Other Texas Region	2019-05-21	2026-05-21	135658.85	31403.79	14.2319	152185.99	Consumer_Auto	0	Current	132951	732	0.45	0.2064
L00002976	C730585	Commercial Real Estate (CRE)	Killeen, TX Metro	2021-12-28	2027-12-28	1218451.15	576193.84	9.2024	1467036.37	Office	0	Current	-1	-1	-1	0.3928
L00002977	C760902	Consumer Auto	Other Texas Region	2022-08-25	2046-08-25	60134.81	23799.26	5.1119	83256.94	Consumer_Auto	0	Current	85195	699	0.32	0.2859
L00002978	C322084	Residential Mortgage	Other Texas Region	2022-07-14	2028-07-14	128749.27	21501.74	5.4308	152390.97	Residential_Mortgage	0	Current	75805	766	0.28	0.1411
L00002979	C589536	Commercial Real Estate (CRE)	Other Texas Region	2019-02-22	2024-02-22	792530.06	481419.2	6.5741	917813.59	Office	0	Current	-1	-1	-1	0.5245
L00002980	C160428	Residential Mortgage	Other Texas Region	2022-04-12	2033-04-12	223293.59	209490.86	6.8265	271322.61	Residential_Mortgage	0	Current	20000	709	0.32	0.7721
L00002981	C778100	Residential Mortgage	Other Texas Region	2020-03-04	2026-03-04	210481.62	117125.15	4.7938	211981.66	Residential_Mortgage	0	Current	53186	698	0.29	0.5525
L00002982	C421497	Residential Mortgage	Other Texas Region	2019-11-13	2043-11-13	14217.19	6078.11	9.1286	14256.62	Residential_Mortgage	0	Current	112540	648	0.15	0.4263
L00002983	C737420	Residential Mortgage	Other Texas Region	2022-01-09	2027-01-09	80615.75	68675.62	4.9662	95113.3	Residential_Mortgage	0	Current	93171	781	0.4	0.722
L00002984	C287604	Commercial Real Estate (CRE)	Other Texas Region	2021-11-03	2035-11-03	1383918.5	386922.22	8.3829	1803291.86	Office	0	Current	-1	-1	-1	0.2146
L00002985	C640340	Consumer Auto	Killeen, TX Metro	2019-01-07	2028-01-07	85783.06	73102.72	5.0311	106162.36	Consumer_Auto	0	Current	79775	671	0.34	0.6886
L00002986	C200689	Residential Mortgage	Other Texas Region	2019-04-09	2028-04-09	1000	538.04	4.7137	1159.94	Residential_Mortgage	0	Current	96588	663	0.44	0.4639
L00002987	C802436	Residential Mortgage	Other Texas Region	2021-01-05	2028-01-05	88431.15	50668.7	6.5147	121145.25	Residential_Mortgage	0	Current	98191	772	0.37	0.4182
L00002988	C546636	Consumer Auto	Other Texas Region	2018-08-31	2024-08-31	135741.34	94954.47	5.4425	170768.26	Consumer_Auto	0	Current	85306	647	0.43	0.556
L00002989	C756031	Commercial Real Estate (CRE)	Other Texas Region	2018-08-31	2023-08-31	1287027.29	1143971.99	8.0935	1567691.06	Retail	0	Current	-1	-1	-1	0.7297
L00002990	C362307	Residential Mortgage	Other Texas Region	2020-12-30	2032-12-30	76086.57	53691.49	14.0743	98527.32	Residential_Mortgage	0	Current	20000	654	0.16	0.5449
L00002991	C403568	Residential Mortgage	Other Texas Region	2023-12-19	2032-12-19	68580.67	36533.62	4.8581	74484.43	Residential_Mortgage	0	Current	113958	726	0.34	0.4905
L00002992	C602754	Residential Mortgage	Killeen, TX Metro	2023-03-15	2045-03-15	179585.97	96478.36	12.9365	183270.06	Residential_Mortgage	0	Current	65521	703	0.49	0.5264
L00002993	C563547	Commercial Real Estate (CRE)	Killeen, TX Metro	2023-08-06	2047-08-06	2513303.05	596778.65	6.4931	3085466.94	Multi-Family	0	Current	-1	-1	-1	0.1934
L00002994	C503850	Commercial Real Estate (CRE)	Killeen, TX Metro	2021-09-16	2031-09-16	1714841.76	1087507.9	7.0141	2034155.89	Industrial	0	Current	-1	-1	-1	0.5346
L00002995	C235870	Residential Mortgage	Killeen, TX Metro	2020-04-16	2034-04-16	320053.4	281296.31	11.0838	345140.31	Residential_Mortgage	0	Current	61914	740	0.18	0.815
L00002996	C384564	Commercial Real Estate (CRE)	Other Texas Region	2022-01-23	2028-01-23	2351924.63	449331.27	7.4352	2745435.17	Multi-Family	0	Current	-1	-1	-1	0.1637
L00002997	C610259	Commercial Real Estate (CRE)	Other Texas Region	2020-05-22	2025-05-22	1918228.4	245468.57	8.1651	2367944.73	Multi-Family	0	Current	-1	-1	-1	0.1037
L00002998	C744863	Commercial Real Estate (CRE)	Other Texas Region	2021-11-28	2028-11-28	1302738.2	336053.46	6.5186	1678669.14	Multi-Family	0	Current	-1	-1	-1	0.2002
L00002999	C882518	Residential Mortgage	Other Texas Region	2023-11-13	2032-11-13	341571.09	288437.44	12.1	468303.63	Residential_Mortgage	0	Current	128701	710	0.48	0.6159
L00003000	C391444	Commercial Real Estate (CRE)	Other Texas Region	2018-02-13	2028-02-13	350692.99	299608.83	7.9791	421224.99	Office	0	Current	-1	-1	-1	0.7113
L00003001	C976313	Residential Mortgage	Other Texas Region	2020-09-04	2026-09-04	98276.89	16541.47	11.663	127574.57	Residential_Mortgage	0	Current	68591	743	0.51	0.1297
L00003002	C110749	Consumer Auto	Other Texas Region	2023-08-26	2029-08-26	1000	973.9	11.9043	1297.45	Consumer_Auto	0	Current	26194	723	0.42	0.7506
L00003003	C728419	Consumer Auto	Other Texas Region	2019-08-04	2025-08-04	195775.24	157387.71	13.8871	209685.24	Consumer_Auto	0	Current	95043	729	0.32	0.7506
L00003004	C780481	Consumer Auto	Other Texas Region	2018-11-11	2029-11-11	14798.13	12617.19	7.5241	16917.52	Consumer_Auto	0	Current	71358	704	0.46	0.7458
L00003005	C399631	Residential Mortgage	Other Texas Region	2023-02-22	2036-02-22	262074.08	114952.04	4.2558	333460.99	Residential_Mortgage	0	Current	78710	692	0.53	0.3447
L00003006	C325019	Residential Mortgage	Other Texas Region	2018-02-01	2041-02-01	217202.62	123531.29	14.8328	303110.03	Residential_Mortgage	0	Current	96728	781	0.38	0.4075
L00003007	C526577	Commercial Real Estate (CRE)	Other Texas Region	2020-09-05	2040-09-05	1992537.57	1560105.82	6.3789	2362122.63	Multi-Family	0	Current	-1	-1	-1	0.6605
L00003008	C907655	Commercial Real Estate (CRE)	Killeen, TX Metro	2020-07-27	2043-07-27	854432.67	313308.17	8.0106	967599.02	Multi-Family	0	Current	-1	-1	-1	0.3238
L00003009	C697218	Residential Mortgage	Other Texas Region	2021-10-26	2036-10-26	1000	779.53	6.1855	1344.52	Residential_Mortgage	0	Current	31016	675	0.25	0.5798
L00003010	C769416	Commercial Real Estate (CRE)	Other Texas Region	2018-01-23	2042-01-23	1699518.57	990918.49	5.8882	2066209.21	Industrial	0	Current	-1	-1	-1	0.4796
L00003011	C390524	Personal Unsecured	Other Texas Region	2018-02-14	2030-02-14	173306.39	143737.52	6.5901	-1	Personal_Unsecured	0	Current	50601	754	0.32	0.6257
L00003012	C912467	Personal Unsecured	Other Texas Region	2018-08-10	2032-08-10	157790.22	114403.62	12.3884	-1	Personal_Unsecured	0	Current	41313	743	0.41	0.5654
L00003013	C917052	Commercial Real Estate (CRE)	Killeen, TX Metro	2021-03-01	2045-03-01	460315.9	321829.53	8.5055	602761.02	Office	0	Current	-1	-1	-1	0.5339
L00003014	C356553	Residential Mortgage	Other Texas Region	2023-03-24	2043-03-24	190736.66	37113.35	5.7864	260242.88	Residential_Mortgage	0	Current	68558	706	0.3	0.1426
L00003015	C548532	Residential Mortgage	Killeen, TX Metro	2020-07-23	2034-07-23	186713.27	145150.35	9.7363	258264.56	Residential_Mortgage	0	Current	73722	650	0.42	0.562
L00003016	C819401	Residential Mortgage	Killeen, TX Metro	2022-03-19	2046-03-19	235918.71	83770.72	12.9673	244476.76	Residential_Mortgage	0	Current	139776	691	0.34	0.3427
L00003017	C479504	Residential Mortgage	Other Texas Region	2020-02-20	2035-02-20	220927.25	132066.13	5.3835	285297.07	Residential_Mortgage	60	Past Due (60)	52582	788	0.28	0.4629
L00003018	C153352	Commercial Real Estate (CRE)	Other Texas Region	2022-02-10	2044-02-10	1695283.24	1025296.83	6.684	2030373.13	Office	0	Current	-1	-1	-1	0.505
L00003019	C524127	Residential Mortgage	Other Texas Region	2023-11-22	2047-11-22	91130.47	17561.88	12.1842	116945.96	Residential_Mortgage	0	Current	51301	707	0.46	0.1502
L00003020	C263856	Residential Mortgage	Killeen, TX Metro	2018-03-27	2027-03-27	113934.14	52211.89	12.1841	123481.27	Residential_Mortgage	0	Current	77108	657	0.38	0.4228
L00003021	C103191	Residential Mortgage	Killeen, TX Metro	2023-12-07	2047-12-07	59865.32	51229.96	12.8272	60707.05	Residential_Mortgage	0	Current	130426	704	0.31	0.8439
L00003022	C976968	Residential Mortgage	Other Texas Region	2019-11-11	2035-11-11	22422.4	6262.6	7.8816	22627.07	Residential_Mortgage	0	Current	53456	749	0.52	0.2768
L00003023	C728864	Personal Unsecured	Other Texas Region	2021-12-27	2031-12-27	218161.34	64628.84	9.022	-1	Personal_Unsecured	0	Current	110773	742	0.54	0.2406
L00003024	C295713	Consumer Auto	Killeen, TX Metro	2021-05-17	2042-05-17	90865.33	49734.47	11.3421	92500.39	Consumer_Auto	0	Current	91240	701	0.2	0.5377
L00003025	C542939	Residential Mortgage	Other Texas Region	2022-10-02	2038-10-02	130788.8	48357.69	9.1506	159384.7	Residential_Mortgage	0	Current	116835	709	0.43	0.3034
L00003026	C103631	Commercial Real Estate (CRE)	Other Texas Region	2019-09-01	2034-09-01	2196633.93	1230814.22	8.3056	2984069.52	Multi-Family	0	Current	-1	-1	-1	0.4125
L00003027	C237244	Residential Mortgage	Other Texas Region	2022-05-14	2030-05-14	195903.58	162348.99	10.8594	217764.15	Residential_Mortgage	90	Past Due (90+)	20000	785	0.48	0.7455
L00003028	C404224	Consumer Auto	Other Texas Region	2021-08-01	2032-08-01	297041.22	219574.66	13.6809	420057.5	Consumer_Auto	0	Current	179452	676	0.19	0.5227
L00003029	C320169	Commercial Real Estate (CRE)	Other Texas Region	2022-04-05	2042-04-05	2233201.22	1035893.28	7.237	3113439.94	Retail	0	Current	-1	-1	-1	0.3327
L00003030	C714641	Residential Mortgage	Other Texas Region	2022-07-16	2046-07-16	445966.43	154693.43	12.132	458374.16	Residential_Mortgage	0	Current	58177	612	0.18	0.3375
L00003031	C513497	Commercial Real Estate (CRE)	Other Texas Region	2020-06-20	2039-06-20	2187029.58	439217.4	8.1798	2844720.63	Office	0	Current	-1	-1	-1	0.1544
L00003032	C652959	Residential Mortgage	Other Texas Region	2020-05-22	2043-05-22	1000	235.46	4.618	1238.56	Residential_Mortgage	0	Current	20000	709	0.17	0.1901
L00003033	C747099	Commercial Real Estate (CRE)	Other Texas Region	2021-01-20	2042-01-20	1216101.45	729920.89	9.0195	1434239.22	Office	0	Current	-1	-1	-1	0.5089
L00003034	C806791	Commercial Real Estate (CRE)	Killeen, TX Metro	2018-11-10	2033-11-10	2100384.43	238278.59	7.1429	2776689.79	Multi-Family	60	Past Due (60)	-1	-1	-1	0.0858
L00003035	C321972	Residential Mortgage	Killeen, TX Metro	2022-04-04	2041-04-04	125913.02	124150.96	5.8968	165228.58	Residential_Mortgage	0	Current	32365	712	0.16	0.7514
L00003036	C877499	Consumer Auto	Killeen, TX Metro	2023-12-24	2046-12-24	201528.48	192569.95	4.8345	203635.34	Consumer_Auto	0	Current	109011	637	0.38	0.9457
L00003037	C489878	Residential Mortgage	Killeen, TX Metro	2018-12-23	2042-12-23	38992.44	23401.95	12.4407	51057.37	Residential_Mortgage	0	Current	102925	827	0.38	0.4583
L00003038	C848321	Residential Mortgage	Killeen, TX Metro	2021-09-01	2026-09-01	164746.09	113664.01	13.4355	200410.15	Residential_Mortgage	0	Current	170004	755	0.5	0.5672
L00003039	C608679	Consumer Auto	Other Texas Region	2018-08-28	2025-08-28	298342.6	264906.03	4.7652	426063.2	Consumer_Auto	0	Current	126850	615	0.25	0.6218
L00003040	C521818	Commercial Real Estate (CRE)	Other Texas Region	2023-06-16	2038-06-16	1610341.18	647527.05	9.3152	1713205.79	Multi-Family	30	Past Due (30)	-1	-1	-1	0.378
L00003041	C844149	Commercial Real Estate (CRE)	Other Texas Region	2023-10-13	2046-10-13	1075224.87	818782.19	6.0316	1323560.29	Multi-Family	0	Current	-1	-1	-1	0.6186
L00003042	C937831	Commercial Real Estate (CRE)	Killeen, TX Metro	2023-03-10	2044-03-10	2583209.15	2414780.21	5.5306	2821766.41	Industrial	0	Current	-1	-1	-1	0.8558
L00003043	C778832	Consumer Auto	Killeen, TX Metro	2022-02-21	2041-02-21	189109.78	100695.58	12.4285	248686.58	Consumer_Auto	0	Current	143244	739	0.54	0.4049
